TaoLine,Family,MemoryFileSmall,LargeMemory,LineNumber,TimesSeen,Points,SessionSeen,Chapter,T#Line
presuming to know is a disease,daisy,fig,-,71-2,0.0,0.0,0.0,71,1087
first realize that you are sick,daisy,viva,-,71-3,0.0,0.0,0.0,71,1088
then you can move toward health,daisy,fab,-,71-4,0.0,0.0,0.0,71,1089
the master is her own physician,daisy,boss,-,71-5,0.0,0.0,0.0,71,1090
she has healed herself of all knowing,daisy,bite,-,71-6,0.0,0.0,0.0,71,1091
thus she is truly whole,daisy,bony,-,71-7,0.0,0.0,0.0,71,1092
chapter 72,daisy,puma,-,72-0,0.0,0.0,0.0,72,1093
when they lose their sense of awe,daisy,bury,-,72-1,0.0,0.0,0.0,72,1094
people turn to religion,daisy,blue,-,72-2,0.0,0.0,0.0,72,1095
when they no longer trust themselves,daisy,pouch,-,72-3,0.0,0.0,0.0,72,1096
they begin to depend upon authority,daisy,poke,-,72-4,0.0,0.0,0.0,72,1097
therefore the master steps back,daisy,puffy,-,72-5,0.0,0.0,0.0,72,1098
so that people wont be confused,daisy,pipe,-,72-6,0.0,0.0,0.0,72,1099
he teaches without a teaching,tattoo,assess,-,72-7,0.0,0.0,0.0,72,1100
so that people will have nothing to learn,tattoo,sad,-,72-8,0.0,0.0,0.0,72,1101
chapter 73,tattoo,sun,-,73-0,0.0,0.0,0.0,73,1102
the tao is always at ease,tattoo,assume,-,73-1,0.0,0.0,0.0,73,1103
it overcomes without competing,tattoo,sorry,-,73-2,0.0,0.0,0.0,73,1104
answers without speaking a word,tattoo,soil,-,73-3,0.0,0.0,0.0,73,1105
arrives without being summoned,tattoo,switch,-,73-4,0.0,0.0,0.0,73,1106
accomplishes without a plan,tattoo,sick,-,73-5,0.0,0.0,0.0,73,1107
its net covers the whole universe,tattoo,sofa,-,73-6,0.0,0.0,0.0,73,1108
and though its meshes are wide,tattoo,sob,-,73-7,0.0,0.0,0.0,73,1109
it doesnt let a thing slip through,tattoo,dizzy,-,73-8,0.0,0.0,0.0,73,1110
chapter 74,tattoo,tattoo,-,74-0,0.0,0.0,0.0,74,1111
if you realize that all things change,tattoo,widen,-,74-1,0.0,0.0,0.0,74,1112
there is nothing you will try to hold on to,tattoo,tame,-,74-2,0.0,0.0,0.0,74,1113
if you arent afraid of dying,tattoo,diary,-,74-3,0.0,0.0,0.0,74,1114
there is nothing you cant achieve,tattoo,tell,-,74-4,0.0,0.0,0.0,74,1115
trying to control the future,tattoo,whitish,-,74-5,0.0,0.0,0.0,74,1116
is like trying to take the master carpenters place,tattoo,dog,-,74-6,0.0,0.0,0.0,74,1117
when you handle the master carpenters tools,tattoo,defy,-,74-7,0.0,0.0,0.0,74,1118
chances are that youll cut your hand,tattoo,deep,-,74-8,0.0,0.0,0.0,74,1119
chapter 75,tattoo,nose,-,75-0,0.0,0.0,0.0,75,1120
when taxes are too high,tattoo,unite,-,75-1,0.0,0.0,0.0,75,1121
people go hungry,tattoo,neon,-,75-2,0.0,0.0,0.0,75,1122
when the government is too intrusive,tattoo,enemy,-,75-3,0.0,0.0,0.0,75,1123
people lose their spirit,tattoo,honour,-,75-4,0.0,0.0,0.0,75,1124
act for the peoples benefit,tattoo,annual,-,75-5,0.0,0.0,0.0,75,1125
trust them leave them alone,tattoo,nacho,-,75-6,0.0,0.0,0.0,75,1126
chapter 76,tattoo,knock,-,76-0,0.0,0.0,0.0,76,1127
men are born soft and supple,tattoo,naïve,-,76-1,0.0,0.0,0.0,76,1128
dead they are stiff and hard,tattoo,honeybee,-,76-2,0.0,0.0,0.0,76,1129
plats are born tender and pliant,tattoo,amuse,-,76-3,0.0,0.0,0.0,76,1130
dead they are brittle and dry,tattoo,mute,-,76-4,0.0,0.0,0.0,76,1131
thus whoever is stiff and inflexible,tattoo,moon,-,76-5,0.0,0.0,0.0,76,1132
is a disciple of death,tattoo,mime,-,76-6,0.0,0.0,0.0,76,1133
whoever is soft and yielding,tattoo,merry,-,76-7,0.0,0.0,0.0,76,1134
is a disciple of life,tattoo,mole,-,76-8,0.0,0.0,0.0,76,1135
the hard and stiff will be broken,tattoo,mash,-,76-9,0.0,0.0,0.0,76,1136
the soft and supple will prevail,tattoo,mucky,-,76-10,0.0,0.0,0.0,76,1137
chapter 77,tattoo,movie,-,77-0,0.0,0.0,0.0,77,1138
as it acts in the world the tao,tattoo,mop,-,77-1,0.0,0.0,0.0,77,1139
is like the bending of a bow,tattoo,rosy,-,77-2,0.0,0.0,0.0,77,1140
the top is bent downward,tattoo,road,-,77-3,0.0,0.0,0.0,77,1141
the bottom is bent up,tattoo,ruin,-,77-4,0.0,0.0,0.0,77,1142
it adjusts excess and deficiency,tattoo,haram,-,77-5,0.0,0.0,0.0,77,1143
so that there is perfect balance,tattoo,aurora,-,77-6,0.0,0.0,0.0,77,1144
it takes from what is too much,tattoo,rule,-,77-7,0.0,0.0,0.0,77,1145
and give to what isnt enough,tattoo,rich,-,77-8,0.0,0.0,0.0,77,1146
those who try to control,tattoo,rag,-,77-9,0.0,0.0,0.0,77,1147
who use force to protect their power,tattoo,arrive,-,77-10,0.0,0.0,0.0,77,1148
go against the direction of the tao,tattoo,ripe,-,77-11,0.0,0.0,0.0,77,1149
they take from those who dont have enough,tattoo,louse,-,77-12,0.0,0.0,0.0,77,1150
and give to those who have far too much,tattoo,let,-,77-13,0.0,0.0,0.0,77,1151
the master can keep giving,tattoo,alien,-,77-14,0.0,0.0,0.0,77,1152
because there is no end to her wealth,tattoo,lime,-,77-15,0.0,0.0,0.0,77,1153
she acts without expectation,tattoo,lure,-,77-16,0.0,0.0,0.0,77,1154
succeeds without taking credit,tattoo,loyal,-,77-17,0.0,0.0,0.0,77,1155
and doesnt think that she is better,tattoo,leech,-,77-18,0.0,0.0,0.0,77,1156
than anyone else,tattoo,lick,-,77-19,0.0,0.0,0.0,77,1157
chapter 78,tattoo,leafy,-,78-0,0.0,0.0,0.0,78,1158
nothing in the world,tattoo,lip,-,78-1,0.0,0.0,0.0,78,1159
is as soft and yielding as water,tattoo,chase,-,78-2,0.0,0.0,0.0,78,1160
yet for dissolving the hard and inflexible,tattoo,chatty,-,78-3,0.0,0.0,0.0,78,1161
nothing can surpass it,tattoo,chin,-,78-4,0.0,0.0,0.0,78,1162
the soft overcomes the hard,tattoo,jam,-,78-5,0.0,0.0,0.0,78,1163
the gentle overcomes the rigid,tattoo,cherry,-,78-6,0.0,0.0,0.0,78,1164
everyone knows this is true,tattoo,chilli,-,78-7,0.0,0.0,0.0,78,1165
but few can put it into practice,tattoo,judge,-,78-8,0.0,0.0,0.0,78,1166
therefore the master remains,tattoo,shaky,-,78-9,0.0,0.0,0.0,78,1167
serene in the midst of sorrow,tattoo,chef,-,78-10,0.0,0.0,0.0,78,1168
evil cannot enter his heart,tattoo,chop,-,78-11,0.0,0.0,0.0,78,1169
because he has given up helping,tattoo,cosy,-,78-12,0.0,0.0,0.0,78,1170
he is peoples greatest help,tattoo,cat,-,78-13,0.0,0.0,0.0,78,1171
true words seem paradoxical,tattoo,weaken,-,78-14,0.0,0.0,0.0,78,1172
chapter 79,tattoo,gummy,-,79-0,0.0,0.0,0.0,79,1173
failure is an opportunity,tattoo,crow,-,79-1,0.0,0.0,0.0,79,1174
if you blame someone else,tattoo,kill,-,79-2,0.0,0.0,0.0,79,1175
there is no end to the blame,tattoo,catchy,-,79-3,0.0,0.0,0.0,79,1176
therefore the master,tattoo,cake,-,79-4,0.0,0.0,0.0,79,1177
fulfills her own obligations,tattoo,give,-,79-5,0.0,0.0,0.0,79,1178
and corrects her own mistakes,tattoo,agape,-,79-6,0.0,0.0,0.0,79,1179
she does what she needs to do,tattoo,vase,-,79-7,0.0,0.0,0.0,79,1180
and demands nothing of others,tattoo,fight,-,79-8,0.0,0.0,0.0,79,1181
chapter 80,tattoo,funny,-,80-0,0.0,0.0,0.0,80,1182
if a country is governed wisely,tattoo,ovum,-,80-1,0.0,0.0,0.0,80,1183
its inhabitants will be content,tattoo,fry,-,80-2,0.0,0.0,0.0,80,1184
they enjoy the labor of their hands,tattoo,foul,-,80-3,0.0,0.0,0.0,80,1185
and dont waste time inventing,tattoo,veggie,-,80-4,0.0,0.0,0.0,80,1186
labor saving machines,tattoo,fake,-,80-5,0.0,0.0,0.0,80,1187
since they dearly love their homes,tattoo,fave,-,80-6,0.0,0.0,0.0,80,1188
they arent interested in travel,tattoo,vibe,-,80-7,0.0,0.0,0.0,80,1189
there may be a few wagons and boats,tattoo,oppose,-,80-8,0.0,0.0,0.0,80,1190
but these dont go anywhere,tattoo,bad,-,80-9,0.0,0.0,0.0,80,1191
there may be an arsenal of weapons,tattoo,pony,-,80-10,0.0,0.0,0.0,80,1192
but nobody ever uses them,tattoo,bomb,-,80-11,0.0,0.0,0.0,80,1193
people enjoy their food,tattoo,pro,-,80-12,0.0,0.0,0.0,80,1194
take pleasure in being with their families,tattoo,bell,-,80-13,0.0,0.0,0.0,80,1195
spend weekends working in their gardens,tattoo,patch,-,80-14,0.0,0.0,0.0,80,1196
delight in the doings of the neighborhood,tattoo,back,-,80-15,0.0,0.0,0.0,80,1197
and even though the next country is so close,tattoo,beef,-,80-16,0.0,0.0,0.0,80,1198
that people can hear its roosters crowing and its dogs barking,tattoo,pop,-,80-17,0.0,0.0,0.0,80,1199
they are content to die of old age,tuna,sassy,-,80-18,0.0,0.0,0.0,80,1200
without ever having gone to see it,tuna,seed,-,80-19,0.0,0.0,0.0,80,1201
chapter 81,tuna,assign,-,81-0,0.0,0.0,0.0,81,1202
true words arent eloquent,tuna,awesome,-,81-1,0.0,0.0,0.0,81,1203
eloquent words arent true,tuna,sierra,-,81-2,0.0,0.0,0.0,81,1204
wise men dont need to prove their point,tuna,sell,-,81-3,0.0,0.0,0.0,81,1205
men who need to prove their point arent wise,tuna,swishy,-,81-4,0.0,0.0,0.0,81,1206
the master has no possessions,tuna,sky,-,81-5,0.0,0.0,0.0,81,1207
the more he does for others,tuna,save,-,81-6,0.0,0.0,0.0,81,1208
the happier he is,tuna,sappy,-,81-7,0.0,0.0,0.0,81,1209
the more he gives to others,tuna,daisy,-,81-8,0.0,0.0,0.0,81,1210
the wealthier he is,tuna,edit,-,81-9,0.0,0.0,0.0,81,1211
the tao nourishes by not forcing,tuna,wooden,-,81-10,0.0,0.0,0.0,81,1212
by not dominating the master leads,tuna,dome,-,81-11,0.0,0.0,0.0,81,1213
